SupplierID,Name,ABN,ACN,AddressLine1,Suburb,State,Postcode,e_mail
901944,Rudds Consulting Engineers Vic Pty Ltd,49141632519,141632519,"Suite 13, Level 4, 150 Albert Road",SOUTH MELBOURNE,VIC,3205,blake.wilson@ rudds.com.au
901945,Sessions Builders Pty Ltd,94 996 701 781,105 505 164,21 Wyndham Street,Shepparton,VIC,3630,rocco@sessionsbuilders.com
901947,C & C Wilson,47694931831,,271 Centre Road,Nathalia,VIC,3638,chris@ccwilsonbuilders.com.au
901949,Engeny Pty Ltd,62 371 247 457,131 439 168,"Suite 8C, 14 Albert Street",Blackburn,VIC,3130,andrew.prout@engeny.com.au
901951,Mornington Peninsula Services Pty. Ltd.,80 065 301 493,065 301 493,22 Queen Street,Mornington,VIC,3931,mpserv@satlink.com.au
901952,Leigh Hale Consulting Services Pty Ltd,78 079 289 919,079 289 919,12 Drake Street,Mornington,VIC,3931,leigh@leighhaleconsulting.com
901908,Test App,,001 222 333,Level 9 121 Exhibition Street,Melbourne,VIC,3000,mark.white@transport.vic.gov.au
847369,C N C Homes Pty Limited,,060 290 213,109 Hume Street,Wodonga,VIC,3690,
847397,United Consultants,,,10 Fairfield Grove,Caulfield,VIC,3162,
847412,D J Rice Pty Ltd,44 067 266 488,067 266 488,17 / 148 Chesterville Road,CHELTENHAM,VIC,3192,drice@djrice.com.au
847424,Bruce Young Partners Pty Ltd,,005 394 758,2 Small Street,HAMPTON,VIC,3188,
847426,Arnisort Pty Ltd,,007 347 926,,,,,
847427,Dimensions Pty Ltd,,054 969 069,36 Blenheim Street,Queens Park,NSW,2022,
847428,Comni Pty Ltd,,007 385 962,1 Gee Street,Nunawading,VIC,3131,
847439,Australian Country Retreats Pty Ltd,,061 367 548,,,,,
847469,Garner Davies Architects Australia Pty Ltd,,071 641 220,182 Barkly Street,St Kilda,VIC,3182,
847479,The Cox Group Pty Ltd,78 426 372 646,002 535 891,"Level 2, 167 Flinders Lane",Melbourne,VIC,3000,hannah.cruise@cox.com.au
847489,Johnson & Marsh Pty Ltd,,070 691 762,1 Queen Street,Learmonth,VIC,3352,
847491,Spyrellis Bros Pty Ltd,,005 711 188,52 Marshall Road,Airport West,VIC,3042,
847497,Thoms Gibcus McGrath Pty Ltd Geelong,,071 368 164,30 Bellerine Street,Geelong,VIC,3220,thoms@ne.com.au
847503,Australian Landscape Management Pty Ltd,62 070 935 858,070 935 858,"1st Floor, 57 Fletcher St",Essendon,,,ngraesser@alm.com.au
847505,Rkitek Pty Ltd,,070 332 919,40 The Esplanade,Portarlington,VIC,3223,
847518,B J Carroll & Associates Constructions Pty Ltd,,004 604 460,120 Marshall Street,Ivanhoe,VIC,3079,
847520,Timeline Building Services Pty Ltd,63 073 271 897,073 271 897,31 Stafford Street,Huntingdale,VIC,3166,
847525,Warburton Constructions Vic Pty Ltd,86 548 399 652,089 610 604,19 Abbott Street,Hamilton,VIC,3300,warbcon@warbcon.com.au
847528,Frank Taraborrelli,,,15 Wilson Street,Dandenong,VIC,3175,
847550,Weatherhill Ltd,,057 346 326,31 Drummond Street,Carlton,VIC,3053,
847552,JEP Consulting Group,,1244586 U,4 Paloma Street,Oakleigh South,VIC,3167,jepconsulting@optusnet.com.au
847554,Laurie McGoldrick Consulting Pty Ltd,,1264335N,,,,,
847559,Works Architects Pty Ltd,,002 298 240,,,,,
847587,Davis Langdon Management,,,79 - 81 Franklin Street,Melbourne,VIC,3000,
847607,Hamilton & Marino Builders Pty Ltd,45 006 143 577,006 143 577,"First Floor, 975 Whitehorse Road",Box Hill,VIC,3128,
847615,H K Consulting Pty Ltd,,067 323 675,33 Rhodes Drive,Glen Waverley,VIC,3150,KARBOWNICZEK.HENRY.H@BHP.COM.AU
847639,Callaghan Group Architects,,,24-26 Little Curon Street,North Melbourne,VIC,3051,
847640,Group II Building Surveyors,,,203 Victoria Street,WEST MELBOURNE,VIC,3003,kay@groupii.com.au
847644,Beredala Builders,,,9 Jenkins Drive,Sebastopol,VIC,3356,
847645,Redgate Building Services Pty Ltd,,063 195 479,5 Inchcape Avenue,Wantirna,VIC,3152,
847675,Denmark Homes,,,62 Victoria Street,Altona Meadows,VIC,3028,
847676,Connor Pincus & Saunders Pty Ltd,,071 702 639,1206 ToorakRoad,CAMBERWELL,VIC,3124,cpands@cpands.com.au
847692,Alfred Building Consultants,66 584 134 278,,28 Savanna Drive,Mooroolbark,VIC,3138,alfredcp@alphalink.com.au
847725,G J Proper Pty Ltd,,006 321 035,80A Margaret Street,Moonee Ponds,VIC,3039,
847737,DTA Projects Pty Ltd,58 007 183 084,007 183 084,Suite 4 115-117 Bluff Road,Blackrock,VIC,3193,mark@mttc.com.au
847745,Combuild Pty Ltd,91 006 073 516,006 073 516,39 Greig Street,Albert Park,VIC,3206,
847747,Indra Tan,,,2 Thackray Street,Balwyn North,VIC,3104,
847760,S E F Constructions Pty Ltd,,007 080 631,355 Bell Street,Preston,VIC,3072,
847794,Gisborne Building & Design,74 926 820 458,,40 Forbes Road,Macedon,VIC,3440,
847802,Colac Otway Building Surveyors,99 553 894 086,,"Colac Business Centre, 38 Murray Street",Colac,VIC,3250,cobs@radnet.com.au
847804,Workshop Architecture Pty Ltd,27 308 835 213,131 877 908,"First Floor, 388 Spencer Street",WEST MELBOURNE,VIC,3003,anthony.styant-browne@styarc.com
847808,D D M International Pty Ptd,,,18-22 Bancell Street,Campbellfield,VIC,3061,
847812,Saddington Builders Pty Ltd,61 545 244 093,005 456 146,236 Princes Highway,Drouin,VIC,3818,
847825,Michael De Vincentis Melbourne,,,Suite 8 Alma Building 66 B Victoria Street,Abbotsford,VIC,3067,
847828,Schepis Pty Ltd,,053 922 197,42 Murray Street,Elsternwick,VIC,3185,
847836,Newton Kerr & Partners Pty Ltd,31 837 935 121,006 677 676,"Suite 2, 1 Milton Parade",Malvern,VIC,3144,stephenk@newtonkerr.com.au
847852,Easton Constructions Pty Ltd,45 058 179 481,058 179 481,30 Emerald Road,Dewhurst,VIC,3808,tonyeaston@bigpond.com
847864,Leonards Plumbing,,,,,,,
847868,M J N Building Maintenance & Construction,,,6 Shiraz Court,Bundoora,VIC,3083,
847870,Asbuild Pty Ltd,,063 769 344,2 Delmore Crescent,Glen Waverley,VIC,3150,
847871,Taylor & Cullity Pty Ltd,73 006 128 963,006 128 963,385 Drummond Street,Carlton,VIC,3053,kelsie.a@tcl.net.au
847880,Bovis T P C Pty Ltd,,002 344 425,"Level 14, 535 Bourke Street",Melbourne,VIC,3000,
847882,Cathedral Stone,,,3 Mountview Road,Templestowe,VIC,3106,
847884,The Lingridge Partnership,,,Unit 7-153 Brebner Drive,West Lakes,SA,5021,
847885,Alexander Metherell,,1014881 K,13/574 Glenferrie Road,Hawthorn,VIC,3122,
847889,Morgan Construction & Shopfitting Pty Ltd,38 996 074 389,065 668 386,23 Power Street,Croydon North,VIC,3136,
847894,Natgav Building Consultants,,1237801 J,1 Fl 333 Drummond Street,Carlton,VIC,3053,
847895,Peter Luzinat & Associates Pty Ltd,,007 260 353,Unit 3/41 Glenhuntly Road,Elwood,VIC,3184,
847909,Equip Office Furniture Pty Ltd,,002 663 461,43-47 Racecourse Road,North Melbourne,VIC,3051,
847911,P S Protective Finishes Pty Ltd,,067 895 041,25-27 York Street,South Melbourne,VIC,3205,
847912,J H & C M Visser Builders,,,58 Ridge Road,Kalista,VIC,3791,
847915,Bernadette De Corte,,,6 Myross Avenue,Ascot Vale,VIC,3032,bdecorte@bigpond.net.au
847918,Tony Lombardi,,,15 Fontaine Street,Pascoe Vale South,VIC,3044,
847919,Vako Pty Ltd,,,45 Brown Street,Avondale Heights,VIC,3034,
847920,Gerald Price Consulting Engineers,57 104 204 264,,53 Bayview Street,Prahran,VIC,3181,gpce@bigpond.net.au
847924,S D & T D Barker Constructions Pty Ltd,,065 352 838,6 Harmer Street,Lavington,NSW,2641,
847928,Hart Design Pty Ltd,12 097 207 504,097 207 504,"C2.32 Convent Building, 1 St. Heliers Street",ABBOTSFORD,VIC,3067,jim@hartdesign.com.au
847929,A L Drafting & Design,,0804033 R,53A Warrigal Road,Oakleigh,VIC,3166,
847930,Des Holmes Architects Pty Ltd,22 006 050 979,006 050 979,"Suite B, 450 Chapel street,","South Yarra,",VIC,3141,des@desholmes.com.au
847933,Centrand Corporation Pty Ltd,,,327 Raglan Street,Sale,VIC,3850,
847934,Vanguard Design Pty Ltd,,073 041 362,1/213A Bay Street,BRIGHTON,VIC,3186,
847939,P & S Building Services Pty Ltd,,005 688 719,1 Keith Street,Moorabbin,VIC,3189,
847964,Licola Green Pty Ltd,,051 984 699,15 Eliza Street,Black Rock,VIC,3193,
847969,Aquenta Consulting Pty Ltd,15 007 406 840,007 406 840,"Level 2, 500 Collins Street",Melbourne,VIC,3004,caroline.cunningham@aquenta.com.au
847970,M & M Services Aust  Pty Ltd,,007 024 197,,,,,
847974,Greenhill Homes Pty Ltd,,006 540 521,,,,,
847980,A C & L J Jensen,,,,,,,
847981,Gavin Arnold,,,3 Diane Court,Mt Claire,VIC,3350,
847982,T P C Painting Contractors Pty Ltd,,009 575 231,42 Ozone Road,Bayswater,VIC,3153,
847986,Cockram Builders Pty Ltd,45 073 554 453,073 554 453,29 Eileen Road,Clayton South,VIC,3169,cockram@ozonline.com.au
847988,S & J Building & Electrical Services Pty Ltd,,005 984 770,3/ 57 Douro Street,Geelong North,VIC,3215,
847990,P & A Boyd Construction Pty Ltd,,,99 Reserve Road,Grovedale,VIC,3216,
847978,Dalic Constructions Pty Ltd,42 073 735 949,073 735 949,53 Kauri Grove,Glen Waverley,VIC,3150,
847992,S & K Ideal Homes,,,,,,,
847993,Smith & Stone Pty Ltd,,007 444 902,"Level 1, 111 Queensbridge Street",Southbank,VIC,3006,
847996,L M & S R Whelan,,,48 Mathoura Street,Mathoura,NSW,2710,
848002,John North,,,190 Warrandyte Road,Langwarrin,VIC,3910,
848003,Bundoora Painting & Decorating Services Pty Ltd,,074 669 999,245 Greenhills Road,Bundoora,VIC,3083,
848151,Corporate Designs Pty Ltd,,072 203 788,65 Finlayson Street,Doncaster,VIC,3108,
848166,John Suster Building & Construction Service,,,1 Leatherwood Drive,Hoppers Crossing,VIC,3029,
848179,Comsec Management Pty Ltd,,072 846 649,Level 12A  440 Collins Street,Melbourne,VIC,3000,
848182,Rohanco Pty Ltd,16 005 688 979,005 688 979,7 Shepherd Road,Swan Hill,VIC,3585,
848185,J G Building Design,,,8 Crown Point,Chirnside Park,VIC,3116,
848186,Ian Wood Design,,,12 Quarry Road,Upper Ferntree Gully,VIC,3156,
848187,David Holmes & Associates Pty Ltd,,,,,,,
848189,ACN 072183156 Pty Ltd,71 554 268 553,072 183 156,68 Barrie Road,Tullamarine,VIC,3043,frank@allmore.com.au
848195,Stelios & Suzie Samaras Pty Ltd,81 179 135 474,005 266 142,7 Germain Court,Keilor Downs,VIC,3038,
848208,Civic Developments Pty Ltd,,006 749 088,,,,,
848236,C & D Brownhill,60 150 986 751,,14 Mountain View Road,Heathmont,VIC,3135,
848237,MGP Architects Pty Ltd,,005 958 538,1 York Place,Prahran,VIC,3181,
848276,Consolidated Security Systems Pacific Pty Ltd,,,360 High Street,Northcote,VIC,3070,
848277,Oak Corporation Pty Ltd,,060 538 892,9 Sutton Grove,Richmond,VIC,3121,
848283,Newton Manor Constructions Pty Ltd,72 006 101 711,006 101 711,8 Lalor Street,Port Melbourne,VIC,3207,info@newtonmanor.net.au
848231,D & C Kynnersley,56 580 682 429,,3 Olympic Street,Mansfield,VIC,3722,
848287,Jeslyn Pty Ltd,27 363 469 496,006 491 612,61 Pioneer Road,Grovedale,VIC,3216,scott@jeslynconstructions.com.au
848300,Paterson & Pettus Pty Limited,,074 265 955,Level 1 124 Exhibition Street,Melbourne,VIC,3000,PP@patterson-pettus.com.au  patris @ mpx.com.au
848318,J G Service Pty Ltd,75 008 492 126,008 492 126,10/454 Collins Street,Melbourne,VIC,3000,psime@melb.jgservice.com.au
848321,Jovaras Westland Partnership Pty Ltd,25 430 204 081,143 298 542,163 Lawrence Street,Wodonga,VIC,3690,bernie@jwparchitects.com.au
848335,Terry Harper Architect Pty Ltd,,051 817 282,1 Curran Lane,North Melbourne,VIC,3051,
848330,D Boje & J Boje,55891085943,132 716 860,46 Queen Street,AVENEL,VIC,3664,suzi@wpcontractors.com.au
848336,Maj Designs Architect & Interior Designer,21 046 472 044,1280562 W,99 Eastwood Street,Kensington,VIC,3031,majarch@vdd.com.au
848339,K W Mitchell Nominees Pty Ltd,,005 489 485,115 Bailey Road,Mt Evelyn,VIC,3796,
848344,Colin Alexander,,,127 Queen Parade,Clifton Hill,VIC,3068,
848358,C & M Kuyken Pty Ltd,34 185 440 212,006 311 128,8 Woorarra Court,Wonga Park,VIC,3115,cmkuyken@bigpond.com
848360,Ron Emptage & Associates,42 632 289 540,,738 High Street,Epping,NSW,3076,chadia@sje.com.au
848375,Fisher Stewart Pty Ltd Traralgon,,007 015 965,18 Breed Street,Traralgon,VIC,3844,gary.harle@earthtech.com.au
848378,Whitehead & Wimpole,,,Research House 1338 Auburn Road,Malvern,VIC,3144,
848384,Downie Commercial Interiors Pty Ltd,,074 688 314,110 Parmelia Drive,Taylors Lakes,VIC,3038,
848389,Tantaro Design,,1178782 Y,PO Box 1026,Bairnsdale,VIC,3875,
849371,Chiminello Building Services Pty Ltd,89 006 977 500,006 977 500,45 Quinn Street,Preston,VIC,3072,grant@chimbuild.com.au
849415,Emergency Management Training,,,2 Lagoon Place,Patterson Lakes,VIC,3197,
849426,P M & S L Dean Pty Ltd,62 658 471 401,068 258 819,Lot 1 Cureton Avenue,Nicholls Point,VIC,3501,
849427,P R Bishop Pty Ltd,,007 246 808,,,,,
849443,Gazelle Constructions Pty Ltd,19 622 682 680,006 677 961,366 Derrimut Road,Hoppers Crossing,VIC,3029,gazel@alphalink.com.au
849444,P C Orrico & Son Pty Ltd,68 572 172 693,005 338 821,48 Trade Place,Coburg,VIC,3058,
849478,Desa Constructions Pty Ltd,,006 050 906,23 Fenwick Street,Geelong,VIC,3220,
849481,I W & C A Price Construction Pty Ltd,,057 057 539,O'Reilly's Road,Leitchville,VIC,3567,
901183,M.S Haeder & H Trappe,85 834 793 303,,60 Provost Street,North Melbourne,VIC,3051,planb@melbourne.net.au
850142,G & C Hunt Constructions,,,20 Yerrin Street,Balwyn,VIC,3103,
850147,Construction & Maintenance Works Pty Ltd,64 063 793 671,063 793 671,260 Young St,Fitzroy,VIC,3065,
850149,Burlak Constructions Pty Ltd,36 272 710 209,007 288 002,31 Pascoe St,Pascoe Vale,VIC,3044,mail@burlakconstructions.com.au
850159,Redborough Pty Ltd,,,521 Werribee Vale Road,Bacchus Marsh,VIC,3340,pbailey@netconnect.com.au
850161,Frank Sinopoli & Associates Pty Ltd,89 681 882 476,004 972 758,912 High Street,Reservoir,VIC,3073,frank@sinopoli.com.au
850162,Bruno De Gregorio,,,1 June Place,Aspendale Gardens,VIC,3195,
900015,Access Audits Australia,,,92 Old Eltham Road,LOWER PLENTY,VIC,3093,Manton_Access@hyp.com.au
900016,Matthew E McFall,,,64 Blackwood Street,Carnegie,VIC,3163,
900017,Paul Morgan,,,"Suites 6 & 7, 401 St Kilda Road",Melbourne,VIC,3004,
900018,John M & Patrica M Niemann,30 467 721 699,,"599 Oak Valley Road, Upton Hill",Longwood,VIC,3665,niemann@keypoint.com.au
900019,Stephen Sully,,VIC1304058C,98 Aberdeen Street,Geelong West,VIC,3218,pdyol@pipeline.con.au
900020,Mike Scott & Associates Pty Ltd,,068 139 551,95A St Phillip Street,Brunswick East,VIC,3057,
900021,Peter Tesdorpf & Associates Australia Pty Ltd,,076 092 325,39 Durham Road,Surrey Hills,VIC,3127,tesdorpf@netspace.net.au
900022,Environmental Security Management Australasia Pty Ltd,,071 255 242,,,,,
900231,Statewide Services Pty Ltd,78 864 511 987,070 891 717,11-13 Sydney Road,COBURG,VIC,3058,tarekabdulnour@aol.com
900232,Peteam Pty Ltd,87 094 581 496,094 581 496,"Factory 3, 84 Bayfield Road East",BAYSWATER,VIC,3153,peter@peteambuilders.com
900233,Walsh & O'Meara Builders Pty Ltd,91 080 056 060,080 056 060,102 Strickland Road,BENDIGO,VIC,3550,comeara@walshandomearabuilders.com
900234,Kukulka Consultants Pty Ltd,61 083 532 094,083 532 094,21 McPhail Street,ESSENDON,VIC,3040,nick@kcconsultants.com.au
900235,Architectural Creations,,,,,,,email@architecturalcreation.com.au
900236,Smart Communications Group Limited,,,Level 6  Pitt Street,SYDNEY,NSW,2000,bruce.dyas@smartgroup.com.au
900238,Tim Hall & Associates Pty Ltd,19 079 558 526,079 558 526,39 Macleod Street,Bairnsdale,VIC,3875,mail@thas.com.au
900420,Clayton Brown Architects,,,"Suite 1A, 491 Nicholson Street",CARLTON NORTH,VIC,3054,
900421,South East Building Services,,,59 Donald Road,LANGWARRIN,VIC,3910,
900429,Toll Transitions,,,,,,,steven_atkins@tolltransitions.com.au
1,Not Just Interiors Pty Ltd,40 756 939 637,095 816 452,Level 3  34 Kippling Rise,SOUTH MORANG,VIC,3752,mak.white@doi.vic.gov.au
900435,Saul Rozenbes,83 155 640 693,,PO BOX 4078,MCKINNON,VIC,3204,sroz@optusnet.com.au
900436,Incoll Management Pty Ltd,66 093 516 619,,"Level 7,  232 Victoria Parade",EAST MELBOURNE,VIC,3002,mjackson@incoll.com.au
900438,Whitefield McQueen Irwin Alsop Pty Ltd,47 101 173 648,101 173 648,15 Easey Street,COLLINGWOOD,VIC,3066,tim@wmia.com.au
805679,John Allen Architect Pty Ltd,61 123 717457,123 717 457,2 McColl Lane,ACHERON,VIC,3714,john@allenarchitect.com.au
805681,John F D Scarborough & Partners Pty Ltd,52 004 651 807,004 651 807,148 Hawthorn Road,Caulfield North,VIC,3161,jfdsarch@primusonline.com.au
805683,J F Swan,,,38 Albany Crescent,Surrey Hills,VIC,3127,
805684,Avery & Phizacklea Pty Ltd,,075 022 114,303 Burwood Highway,Burwood East,VIC,3151,
805685,John Mullen & Partners Pty Ltd,19 005 611 450,005 611 450,"Level 2, 250 Queen Street",Melbourne,VIC,3000,mark.byrne@jmp.com.au
805687,Byrne Consulting Pty Ltd,,072 483 482,116 Lydiard Street,Ballarat,VIC,3350,byrncon @ lin.cbl.com.au
805689,John W Joyce & Associates Pty Ltd,,,448 William Street,Melbourne West,VIC,3003,
805692,John Brand & Company Pty Ltd,32 063 361 786,063 361 786,"Level 8, 176 Wellington Parade",EAST MELBOURNE,VIC,3002,laurencer@brandarchitects.com.au
805892,MacCormack Associates Consultants Pty Ltd,,007 007 954,"1st Floor, Suite 3, 276 High Street",Kew,VIC,3101,info@maccormack.com.au
805896,McCarthy Collings & Purtell Pty Ltd,83 078 838 199,005 348 729,Suite 2/242 Charman Road,CHELTENHAM,,3192,mmcarthy@bigpond.net.au
805898,McCartney Taylor Dimitroff Pty Ltd,,,261 Auburn Road,Hawthorn,VIC,3122,
805900,MGS Architects Pty Ltd,13 006 488 302,006 488 302,10-22 Manton Lane,Melbourne,VIC,3000,egiannini@mgsarchitects.com.au
805901,McGinley & Partners Pty Ltd,86 004 650 702,004 650 702,20 Hamilton Street,Mont Albert,VIC,3127,mcgp@bigpond.net.au
805902,McGlashan Everist Pty Ltd,90 004 453 954,004 453 954,221 Drummond Street,Carlton,VIC,3053,jl@mearchitects.com
805905,McIntyre Partnership Pty Ltd,38 005 592 101,005 592 101,2 Hodgson Street,KEW,VIC,3101,mcintyre@bigpond.com
848403,Vincent McDonald,24 375 939 287,,33 Blackfellows Lane,Snake Valley,VIC,3351,vmcd@bigpond.com.au
848404,Qtel,,,Unit 991-993 Stanley Street,East Brisbane,QLD,4165,
848406,Walsh & O'Meara - Building Contractors,,,46 Butcher Street,Bendigo,VIC,3550,
848420,"Campbell, Brown Pty Ltd",70 006 743 308,006 743 308,Suite 1  3 St. Davids Street,Fitzroy,VIC,3065,bbrownpl@bigpond.net.au
848422,I P P Consulting Pty Ltd,,059 214 416,620 Bourke Street,Melbourne,VIC,3000,nkuczma@ipp.com.au
848433,Deville Homes Pty Ltd,,007 219 651,284 Jells Road,Wheelers Hill,VIC,3150,
848434,Colombo Design Partnership,,1210442 A,8 Montrose Street,Hawthorn East,VIC,3123,
848450,Fluor Daniel Pty Ltd,,4511942,"Level 4 Building 1, 1 Southbank Boulevard",Southbank,VIC,3006,
848451,Buildfurb Services Pty Ltd,,075 604 170,31- 49 Queensbridge Street,South Bank,VIC,3006,
848457,Nexium Architecture Pty Ltd,,072 759 794,61 Station Street,Malvern,VIC,3144,
848464,Bruce Mactier & Associates Pty Ltd,,,72C Wyndam Street,Shepparton,VIC,3630,
848465,Patrick Architects Pty Ltd,92 060 616 944,060 616 944,"Suite H, Level 1, 450-460 Chapel Street",South Yarra,VIC,3141,jpatrick@patrickarchitects.com.au
848490,Arcadis Australia Pacific Pty Ltd,76 104 485 289,104 485 289,"Level 32, 140 William Street",MELBOURNE,VIC,3000,ausproposal.coordinators@arcadis.com
848503,L J & A & J Wright,,,,,,,
848510,Office Design Contracts Vic Pty Ltd DUP,,071 488 401,1/454 St Kilda Road,Melbourne,VIC,3004,
848511,BHM Pty Ltd,,006 444 757,43 Agnes Street,Jolimont,VIC,3002,
848520,Kaplonyi & Associates Pty Ltd,,,,,,,
848525,IRM Interiors Pty Ltd,73 068 920 132,068 920 132,341 Queen Street,Melbourne,VIC,3000,info@irminteriors.com.au
848530,Janthe Investments Pty Ltd,64 007 011 305,,48 Jumping Creek Road,WONGA PARK,VIC,3115,tuanloenen@aol.com.au
848532,Halina Eckersley,,,5 Reeves Court,Kew,VIC,3101,
901339,Behmer & Wright Pty Ltd,37 050 029 117,050 029 117,520 Canterbury Road,Vermont,VIC,3133,bbehmer@behmerwright.com.au
848540,Peter Jensen,,,113 Errol Street,North Melbourne,VIC,3051,
848560,Sanders Architects Pty Ltd,,004 764 792,78 Carlton Street,Carlton,VIC,3053,sanders@mira.net
848582,City Building Maintenance,,,77 Murphy Street,Richmond,VIC,3121,
848584,J F Van't Riet & Sons Pty Ltd,,004 489 730,,,,,
848663,Department Of Administrative Services - Centre For Environmental Management,,,Floor 6 Building D World Trade Centre Siddeley St,Melbourne,VIC,3005,
848695,Taylor Oppenheim Architects Pty Ltd,85 748 628 078,005 660 248,9/696 High Street,Kew,VIC,3101,dopp@deakin.edu.au
848764,Davco Developments,,,14 Tereddan Drive,Kilsyth,VIC,3137,
848820,G & D Metaxas,,,Suite 1 / 3 Queensberry Street,North Melbourne,VIC,3051,
848864,Eco Designs & Drafting,,0994724 U,157 Humffray Street North,Ballarat,VIC,3350,
848868,R F Jones,79 048 846 846,,240 Malop Street,GEELONG,VIC,3220,trakconst@ozemail.com.au
848762,Spaceline Homes Pty Ltd,19 076 027 266,076 027 266,11 Daffodil Court,ENDEAVOUR HILLS,VIC,3802,
848871,D & J Mackenzie Pty Ltd,,006 253 881,14 MacDougall Road,GOLDEN SQUARE,VIC,3555,
848812,Newtec Pty Ltd,73 009 441 874,009 441 874,39 Tuscan Court,Thomastown,VIC,3074,
848921,Transport Management & Technical Services Pty Ltd,,006 730 650,77 Murphy Street,Richmond,VIC,3121,
848925,Robert Miles,,,,,,,
848928,Ciccone Homes Pty Ltd,,064 927 984,,,,,
848932,Cordukes Ltd,60 000 263 678,000 263 678,,,,,
848937,Paddington Developments Pty Ltd,,007 134 116,"Level 1, 26 King Street",Melbourne,VIC,3000,
848941,Victorian Property Developments,,,893 Glenferrie Road,Kew,VIC,3101,
848942,Grant Poutney,,,16 Hobart Street,Ringwood,VIC,3134,
848943,Unitech Consultants Pty Ltd,,,,,,,
848944,Jonathan Pearce,13 451 576 552,,6 Duncan Street,BOX HILL,VIC,3128,jpla@alphalink.com.au
848959,Willowend Pty Ltd,54 977 431 377,006 537 033,39 Valley Parade,Glen Iris,ACT,3146,nazvoc@bigpond.com
848973,Garry Orchard,,,7 Boundary Road,Maldon,VIC,3463,
848988,Alex J Low Australia Pty Ltd,84 073 739 367,073 739 367,51 Chelmsford Street,WILLIAMSTOWN,VIC,3016,alexjlowaust@bigpond.com
848992,Neild Pink Health Pty Ltd,,076 229 395,460 Bay Street,Port Melbourne,VIC,3207,
848993,Hoban Hynes Pty Ltd,67 006 570 770,006 570 770,4 / 364 Main Street,Mornington,VIC,3931,mail@hobanhynes.com.au
849045,Glencairn Management Services Pty Ltd,,006 138 718,219 Ferras Street,South Melbourne,VIC,3205,
849052,Scientific Services Laboratory,,,177 Salmon Street,Port Melbourne,VIC,3207,simon.hanson@csiro.au
849057,Gievra Nominees Pty Ltd,,061 543 744,131 Bugower Road,Somerville,VIC,3912,
849059,Ranbress Developments Pty Ltd,,077 068 887,5 McDonald Avenue,Templestowe,VIC,3106,
849066,Air Powered Services,,,297 Albert Street,Brunswick,VIC,3050,
849086,Abtech Australia,,,2/53 Daley Street,Bentleigh,VIC,3204,abtechaus@co31.aone.net.au
849087,Geoffrey M Dawson,22 865 245 828,,23 Herbert Avenue,Bendigo,VIC,3550,dawson.gm@gmail.com
849088,Statewide Contracting Pty Ltd,,074 583 878,,,,,
849097,Deve Mahesan & Associates,,,241 Gladstone Road,Dandenong,VIC,3175,
849391,Peter Harper Building Pty Ltd,51 072 435 422,072 435 422,162 McLaughlans Lane,PLENTY,VIC,3090,peterharperbuilding@bigpond.com
849410,Smart Works Pty Ltd,,055 117 354,113 Ferrars Street,Southbank,VIC,3006,
849111,Wensley Builders Pty Ltd,44 007 321 904,007 321 904,12 Adrienne Crescent,Mt Waverley,VIC,3149,phil@wensley.com.au
849128,York International Australia Pty Ltd,,009 420 080,677 Springvale Road,Mulgrave,VIC,3170,
849134,D J Leach Pty Ltd,,006 075 912,,,,,
849153,Bryant Builders Pty Ltd,44 005 459 352,005 459 352,11 Warragamba Court,Keysborough,VIC,3173,mrchris@bryantbuilders.com.au
849165,JBA Consulting Engineers Pty Ltd,61 795 312 094,65 479 898,"Building E5, 63-85 Turner Street",Port Melbourne,VIC,3207,projects@jba.com.au
849171,Geoff Sanderson & Associates,,,173 Gertrude Street,Fitzroy,VIC,3065,geoff@sws.net.au
849178,Mladichek Nominees Pty Ltd,,007 284 906,202 Bellbridge Drive,Hoppers Crossing,VIC,3029,
849242,Papa Developments Pty Ltd,,054 891 628,"Suite 5, 296 Station Street",Fairfield,VIC,3078,
849247,Barry Adler,,,3/26 Abinger Street,Richmond,VIC,3121,badler@magnet.com.au/ pure@ozramp.net.com
849260,Permanent Erection Constructions Pty Ltd,67 936 504 760,075 675 311,24 Hovell Street,Echuca,VIC,3564,perm@origin.net.au
849276,G C & J M Farnbach,,,2 Carole Court,Aspendale Gardens,VIC,3195,
849283,Furn-a-homes Pty Ltd,,005 243 970,345 Brodge Road,Richmond,VIC,3121,
900298,Ward Carter Art + Architecture Pty Ltd,36 004 339 011,004 339 011,70 Bull Street,Bendigo,VIC,3550,dennis@williamsboag.com.au
849287,S L C Pty Ltd,,069 761 762,,,,,
849313,Michael Smith Landscape Architect,,,112 Fordham Avenue,Camberwell,VIC,3124,
849318,Rolf & Role Building Service,,,9 George Chudleigh Drive,Hallam,VIC,3803,
849319,Symonds Pty Ltd,,001 382 010,Level 6 369 Royal Parade,Parkville,VIC,3052,symhenm@ozemail.com.au
849333,Milton Male,,,7 Marian Court,Eltham North,VIC,3095,
849339,Fulcrum Building Services,,,704 Main Road,Eltham,VIC,3095,
849340,Andersen Real Estate Services Group,,,360 Elizabeth Street,Melbourne,VIC,3000,
849355,Angelo Gabriele,65 078 730 006,078 730 006,363 Flemington Road,Flemington,VIC,3031,
849356,Denward Bridge Pty Ltd,79 077 510 635,077 510 635,14 Totara Court,LOWER TEMPLESTOWE,VIC,3107,denward@bigpond.net.au
