"id","name","abn","acn","address","suburb","state","postcode","email"
"844901","Hibbs & Associates Pty Ltd","","063404642","30 Toorak Avenue","Croydon","VIC","3136",""
"844842","MS Homes Pty Ltd","58063606011","063606011","Unit 4 24-28 Hampstead Road","MAIDSTONE","VIC","3012","sales@varcon.com.au"
"844929","Coghlan-lorich & Associates Pty Ltd","","005031854","8 Watts Street","Box Hill","VIC","3128",""
"844927","Peter Davies Project Management Pty Ltd","23007152589","007152589","39 Church Street","Hawthorn","VIC","3122","PDPM@infoxchange.net.au"
"844966","Dainton Management Pty Ltd","","068407009","28 Williams Road","Shepparton","","",""
"844931","James O Millar Pty Ltd","59007406206","007406206","140 Gladstone Street","SOUTH MELBOURNE","VIC","3205","jamesm@jmarchitects.com.au"
"844937","Ross M Merolli Pty Ltd","44125107163","005527006","56-58 Claremont Street","South Yarra","VIC","3141","rmerrol@relax.com.au"
"844938","Case Meallin & Associates Pty Ltd","66474133157","067323648","Level 2, 19 Cato Street","HAWTHORN EAST","VIC","3123","gobrien@casemeallin.com.au"
"844981","Pacific Harmony Investments Pty Ltd","19075503196","075503196","3/265 Blackburn Road","Doncaster East","VIC","3109",""
"844984","Power Developments Pty Ltd","","006888375","202 Belbridge Drive","Hoppers Crossing","VIC","3029",""
"844985","D & M Pyo Construction Pty Ltd","","007164749","57 Barbara Crescent","Avondale Heights","VIC","3034",""
"844989","L C L Construction Pty Ltd","","068403529","61 Valley Parade","Glen Iris","VIC","3146",""
"844993","W M, R W, P H & R J Van Dort","57525586309","","113 Barrabool Road","Highton","VIC","3216",""
"845007","Knights Constructions","65185302537","","20 Mortlake Rd","Warrnambool","VIC","3280",""
"845006","Freestyle Building Co Pty Ltd","24225210885","006029527","2 Brett Street","Warrandyte","VIC","3113","frestyle@hotkey.net.au"
"844676","Ringwood Building Co Pty Ltd","","","68 Oban Road","Ringwood","VIC","3134",""
"844740","John F Vains & Associates Pty Ltd","","","Gnd Fl Charter House 4 Bank Pl","Melbourne","VIC","3000",""
"844743","Andrew Lonie","","","3 Brynmawr Road","Camberwell","VIC","3124",""
"844758","The King Group Pty Ltd","","","271 Burwood Highway","Burwood","VIC","3125",""
"844759","W & H Hegazy","","","9/64 Sweyn Street","Balwyn North","VIC","3104",""
"844763","Kukas Brothers","","","120 Moray Street","South Melbourne","VIC","3205",""
"844803","Barge & Miller Surveys","","","6 Brighton Street","Richmond","VIC","3121",""
"844804","Adams Consulting Pty Ltd","","","Level 2   238 Coppin Street","Richmond","VIC","3121",""
"844806","The Engle Group Pty Ltd","","","28 Dickens Street","Blackburn","VIC","3130",""
"844807","A G Flynn Design Drafting","","","","","VIC","",""
"844808","Lumsden & Johnston Architects","","","439 King Street","West Melbourne","VIC","3003","lumjohn@bigpond.com"
"844855","Metro Building Surveying Services","","","831 High Street","Thornbury","VIC","3071",""
"844900","Perelman and Associates Building Services","","","3 Fl 56-58 Claremont Street","SOUTH YARRA","VIC","3141",""
"844910","Sandra Freeman","","","2 Henry Street","Sandringham","VIC","3191","freemans1@optusnet.com.au"
"844928","Protek Inspection Services","","","66 Willslie Crescent","Berwick","VIC","3806",""
"844930","22 Ink","","","Rmb 7 Level 2  125 Swanston St","Melbourne","VIC","3000",""
"844932","Hanza Elsayed","","","10 Moselle Court","Doncaster","VIC","3108",""
"844945","Hutchison & Associates Pty Ltd","","","","","","",""
"844971","Darren Baldock","","","10 Goodler Place","Eltham","VIC","3095",""
"844977","Andrews Electrical Contractors","","","","","","",""
"844979","Magna Property Group","","","","","","",""
"844980","Site Management Pty Ltd","","","","","","",""
"844982","Dormen Builders","","","","","","",""
"844983","Geelong Civil Constructions Pty Ltd","","","109 Yarra Street","Geelong","VIC","3220",""
"844986","Pengelly-Dowsett Constructions Pty Ltd","","","8-10 Milne Street","Thomastown","VIC","3074",""
"844987","Greenhill Constructions Pty Ltd","","","216 Memorial Drive","Plenty","VIC","3090",""
"844988","Colin Pratt Interior Design","","","138 Auburn Road","Hawthorn","VIC","3122",""
"844990","Willow Park Homes Pty Ltd","","","110 Canterbury Road","Bayswater","VIC","3153",""
"844991","Victoria Roofing Service Pty Ltd","","","34 Wellington Road","Lysterfield","VIC","3156",""
"844992","Crown Kitchen Cabinet Renovations Pty Ltd","","","49 Sarton Road","Clayton North","VIC","3168",""
"845000","Unique Homes Pty Ltd","","","","","","",""
"845001","Gavcor Constructions","","","2 Knox Court","Melton","VIC","3337",""
"845002","Universal Building Services","","","","","","",""
"845003","Tambry Developments Victoria","","","30 Peninsula Boulevard","Seaford","VIC","3198",""
"845004","M A J Contractors","","","260 Bruces Creek Road","Whittlesea","VIC","3757",""
"845005","Gibson Dell Pty Ltd","","","47 McIntyre Road","Sunshine","VIC","3020",""
"845008","Trigon Constructions Pty Ltd","","","2 Blyth Street","Brunswick","VIC","3056",""
"845009","K M Au Land Developments","","","486 Elgar Road","Box Hill","VIC","3128",""
"845011","Highland Meadows Pty Ltd","","","3/19 Manchester Grove","Glenhuntly","VIC","3163",""
"845012","Natcon Properties Pty Ltd","","","","","","",""
"844720","Clothco Pty Ltd","77057787649","057787649","RMB 1345 Via Broadford","BROADFORD","VIC","3658",""
"845031","Vernon Landscape Architecture Pty Ltd","","074589183","38 Littlewood Street","Hampton","VIC","3188",""
"845028","Pasquale Cirillo","14404340780","006056828","305 Mooralbool Street","Geelong","VIC","3220","pprandjr@bigpond.net.au"
"845156","Rufino Torres","91207644306","","11 Gothic Road","Aspendale","VIC","3195","rmtorres@optusnet.com.au"
"845125","Klasev Maintenance & Painting Pty Ltd","33810820110","066862842","5 Apex Court","Thomastown","VIC","3074","kris@klasev.com.au"
"845192","Melbourne Certification Group","55370219287","","6 Fl Council House, 200 Little Collins Street","Melbourne","VIC","3000","trowal@melbourne.vic.gov.au"
"845173","Bruce Cook & Associates Pty Ltd","68057451864","068914143","Suite 8, 95 Bell Street","COBURG","VIC","3058","brucec@bcookassoc.com.au"
"845266","Nicholas Hardy","11086869949","","Studio 1, 1st Flr, `75 Greville Street","Prahran","VIC","3181","studio@nicholashardy.com.au"
"845203","Planet Constructions Pty Ltd","35406293304","005990465","14 Mantaura Ave","TAYLORS LAKES","VIC","3038","planetconstruct@internode.on.net"
"845333","Dale Cohen","86047170269","","Suite 1, 5 Melrose Street","Sandringham","VIC","3191","dalecohen@ozemail.com.au"
"845268","Group 4 Design Pty Ltd.","60060709524","060709524","47 Bundoran Parade","Mont Albert North","VIC","3129","bigarch@vicnet.net.au"
"845288","Douglas Partners Pty Ltd","75053980117","053980117","68 Brighton Street","Richmond","VIC","3121","michael.broise@douglaspartners.com.au"
"845340","Allied Building Services Pty Ltd","","074924128","13 Main Street","Pakenham","VIC","3810","Permits@alliedbuilding.com.au"
"845358","Dovaville Pty Ltd","","006909744","138 Auburn Road","Hawthorn","VIC","3122",""
"845410","J L & A M Cassidy Pty Ltd","20005339300","005339300","10 Cheriton Drive","Bendigo","VIC","3550",""
"845391","S J Foley & Associates Pty Ltd","91061532607","061532607","162 Pascoe Vale Road","Moonee Ponds","VIC","3039","foley@patash.com.au"
"845418","RJS Consultants Pty Ltd","","007210282","Suite 12 First Floor Stables S/centre Childs Rd","Mill Park","VIC","3082",""
"845411","Victoria Hamer Pty Ltd","39006718949","006718949","170 Cardigan Street","Carlton","VIC","3053","Victoria_Hamer@bigpond.com"
"845412","Dalton Consulting Engineers Pty Ltd","78429221049","069325177","255 Whitehorse Road","BALWYN VIC","VIC","3103","shaned@dceng.com.au"
"845441","Murmac Pty Ltd","73005224555","005224555","16 Darling Street","Sale","VIC","3850",""
"845420","Locks Constructions Pty Ltd","14097380928","097380928","210 Baillie Street","Horsham","VIC","3400","info@lockscon.com.au"
"901179","Cardno ITC Vic Pty Ltd","34112169954","112169954","7/10-16 Queen Street","Melbourne","VIC","3000","lakei.varveris@cardno.com.au"
"845430","Amber & Co Pty Ltd","79705241794","065631834","49 Amber Grove","Mt Waverley","VIC","3149","ambergrove@msn.com.au"
"845446","P & C Stratton Master Builders Pty Ltd","13020335025","006090400","10A Chisholm Court","Traralgon","VIC","3844",""
"845449","D A & M A Blackburn Pty Ltd","","071679171","Lot 2 Carramar Drive","Invermay","VIC","3352",""
"845025","Starlock Pty Ltd","","","","","","",""
"845029","Peter Jackson Building Design Consultants Pty Ltd","","","147 Jasper Road","Bentleigh","VIC","3204",""
"845030","Fast Building Permits","","","","","","",""
"845032","John McDill & Associates Pty Ltd","","","Level 12 520 Collins Street","Melbourne","VIC","3000",""
"845118","Smartworks Pty Ltd","","","113 Ferrars Street","Southbank","VIC","3000",""
"845155","Mechanical & Electrical Design Services Pty Ltd","","","36 Dwyer Street","Clifton Hill","VIC","3068",""
"845157","Cheng Teo","","","11 High Street","North Melbourne","VIC","3051",""
"845165","Twenty-fourth Tomahawk Pty Ltd","","","205 Grimshaw Street","Greensborough","VIC","3088",""
"845186","Lofrex Pty Ltd","","","","","","",""
"845188","Spaceline Homes","","","Suite 3, 61 Heatherton Road","Endeavour Hills","VIC","3802",""
"845267","Pabmark Pty Ltd","","","12 Aztec Court","Glen Waverley","VIC","3150",""
"845332","Interco Pty Ltd","","","14/350 Collins Street","Melbourne","VIC","3000",""
"845334","Rod Thorley","","","Suite 5, 219 Park Street","South Melbourne","VIC","3205",""
"845337","Andrew Penney","","","180 High Street","Woodend","VIC","3442",""
"845338","Archistyle","","","13 Coquette Street","Geelong West","VIC","3218",""
"845360","W G R Engineering Pty Ltd","","","6 Tomah Court","Grovedale","VIC","3216",""
"845362","Agency Contracting Services Pty Ltd","","","","","","",""
"845363","Gorst Lennox & Associates","","","9 Roderick Street","East Doncaster","VIC","3109",""
"845390","Nicole Simkin Interior Design","","","12/55 Bendigo Street","Richmond","VIC","3121",""
"845408","John Padgett Pty Ltd","","","","","","",""
"845413","Interiors Only","","","4/814 Glenferrie Road","Hawthorn","VIC","3122",""
"845415","Peter Parkinson Nominees Pty Ltd","","","","","","",""
"845421","Q & A Homes Pty Ltd","","","11 Hewat Court","Morwell","VIC","3840",""
"845422","Benalla Domestic Maintenance Service","","","17 Market Street","Benalla","VIC","3672",""
"845425","Terry R Lancashire Pty Ltd Bendigo","","","15 Forrest Street","Bendigo","VIC","3550",""
"845427","Oric Nominees Pty Ltd","","","839 Glenferrie Road","Kew","VIC","3101",""
"845429","Gibson Design Group Pty Ltd","","","Rmb 8680","Nangiloc","VIC","3494",""
"845443","Ian Price","","","2 Sherman Street","Battery Hill","QLD","4551",""
"845445","T R & J Suggate Building Contractors Pty Ltd","","","129 Bilba Street","Albury","NSW","2640",""
"845448","H C M Constructions Pty Ltd","","","","","","",""
"845450","K & A Kangas Homes Pty Ltd","","","7 Lansdowne Road","Traralgon","VIC","3844",""
"845451","Knox & Nunan","","","","","","",""
"845452","L N C Constructions","","","31 Ridge Road","Fairhaven","VIC","3231",""
"845455","S A & K M Roberts","","","","","","",""
"845027","WNL Building Surveying Pty Ltd","","066824717","75 Leveson Street","NORTH MELBOURNE","VIC","3051","wnl@bigpond.com"
"845502","Bernard Kilkenny Homes Pty Ltd","18007048455","007048455","18 Heard Avenue","Plenty","VIC","3090",""
"845491","Kirway Constructions Pty Ltd","36069543746","069543746","66 Church Street","Traralgon","VIC","3844","info@kirway.com.au"
"845503","G P & M Gray Pty Ltd","27079091991","079091991","2 Callistemon Drive","Warrnambool","VIC","3280",""
"845534","DCA Technologys Pty Ltd","","007121431","307 Wattletree Road","Malvern East","VIC","3145","mail@dca.com.au"
"845536","Brenadine Pty Ltd","","007092677","Lot 15 Hazford Street","Healesville","VIC","3777",""
"845539","The Parkhill Group Aust Pty Ltd","","050270249","108 Flinders Street","Melbourne","VIC","3000",""
"845561","P J & O E D Hanel","92856892500","","Klinberg Road","JINDERA","NSW","2642",""
"845549","I & T Nacha Pty Ltd","16105643763","069371142","4 Dunlavin Road","Nunawading","VIC","3131","Nacha2@comcen.com.au"
"845595","G J & J A Avon Building Pty Ltd","96065656804","065656804","3 Connor Street","Warragul","VIC","3820",""
"845562","Moretto Building Pty Ltd","71060642775","060642775","113 Vaughan Street","Shepparton","VIC","3630","info@morettobuilding.com.au"
"845568","McPeake Painting & Building Services Pty Ltd","49580486400","007422826","505 Victoria Street","North Melbourne","VIC","3051","mcpeake@mcpeake.com.au"
"845598","B & J Howie Pty Ltd","","070003084","156 Torquay Road","Grovedale","VIC","3216",""
"845614","Bostocks Creek Design & Drafting","36541889489","","11 Pike Street","CAMPERDOWN","VIC","3260","bcdd @ bigpond.net.au"
"845616","James McSweeney and Associates Proprietary Limited","48006737113","006737113","","","","","jim@mcsweeneyneville.com"
"845615","Robin L Barber Design Drafting Pty Ltd","15005422766","005422766","30 Urquhart","Horsham","VIC","3400","hkbhorsh@netconnect.com.au"
"845654","Paul Allilomou","43907053478","","3 McLeod Street","Thomastown","VIC","3074","paul@allico.com.au"
"845653","Tekton Pty Ltd","94204680411","006584667","Unit 1  193 Beach Road","MORDIALLOC","VIC","3195","Tektonptyltd@hotmail.com"
"845666","Arbor Co Pty Ltd","","057185485","16 Payne Street","Glen Iris","VIC","3146",""
"845660","K P Dowd & Associates Pty Ltd","57080262031","080262031","219 - 223 Jetty Road","Drysdale","VIC","3222","kpd@bigpond.net.au"
"845464","Wesky Nominees Pty Ltd","","","Lot 3 Princes Highway","Swan Reach","VIC","3903",""
"845482","Kennedy Smith","","","29 Buckhurst Street","South Melbourne","VIC","3205",""
"845485","Building Makers Pty Ltd","","","9 Evans Place","Hawthorn East","VIC","3122",""
"845489","R & D Carlassare","","","58 Prince Street","Myrtleford","VIC","3737",""
"845490","T S Constructions Pty Ltd","","","9 Henry Street East","Wonthaggi","VIC","3995",""
"845492","P J & C Morrison","","","17 Gloucester Crescent","Shepparton","VIC","3630",""
"845493","Mangan Industries Pty Ltd","","","","","","",""
"845497","Natcom","","","1 Fl. 42 Claremont Street","South Yarra","VIC","3141",""
"845504","V & K Engineering","","","31 Dellatorre Road","Moe","VIC","3825",""
"845512","Trevor Butcher","","","Muckleford R S D","Muckleford","VIC","3451",""
"845520","Wayne Turner","","","","","","",""
"845521","A A & G R Bolding","","","","","","",""
"845522","C J & L A O'Keefe","","","1 Culbertson Street","Rutherglen","VIC","3685",""
"845523","Brett Sanbrooks","","","","","","",""
"845524","Cat Bay Constructions","","","","","","",""
"845525","K R & L M Dade Builders","","","11 Corbett Street","Port Fairy","VIC","3284",""
"845526","J W Milne","","","20 Britton Street","Castlemaine","VIC","3450",""
"845527","Cas-Bak Building Supplies Pty Ltd","","","Alpine Way","Harrietville","VIC","3741",""
"845532","All Extensions","","","","","","",""
"845535","Conner Butcher Consulting Pty Ltd","","","Suite 10/118 Church Street","Hawthorn","VIC","3122",""
"845560","J J & M L Merlo","","","24 Mintern Crescent","Horsham","VIC","3400",""
"845563","Darren McDonald","","","88 Maude Street","Shepparton","VIC","3632",""
"845583","Lara Lee Pty Ltd","","","","","","",""
"845596","Derlock Pty Ltd","","","82 Ormond Road","Elwood","VIC","3184",""
"845597","Gippsland Building Approval Service","","","1/39 Nicholson Street","Bairnsdale","VIC","3875",""
"845602","J J C Drafting","","","56 Newman Crescent","Traralgon","VIC","3844",""
"845604","Neil Haydon & Associates Pty Ltd","","","4 Dunn Street","Benalla","VIC","3672",""
"845605","Hillside Drafting Services","","","59 Wellington Road","PORTLAND","VIC","3305","hdsportland@iprimus.com.au"
"845617","Corpogrand Pty Ltd","","","Suite 1/325 Clayton Road","Clayton","VIC","3168",""
"845620","Hillcrest Homes Vic Pty Ltd","","","15 Tintaldra Drive","Taylors Lakes","VIC","3038",""
"845626","S & R & E M McQuade","","","55 Hulme Street","Wangaratta","VIC","3677",""
"845639","Byronville Pty Ltd","","","48 Buckingham Drive","Rowville","VIC","3178",""
"845650","D G A Design Group Australia Pty Ltd","","","59 Fletcher Street","Essendon","VIC","3040",""
"845651","Norman H Glenhill","","","2 Jamboree Avenue","Frankston","VIC","3199",""
"845656","Carmond Building Services","","","15 wonuka crt","Croydon hills","VIC","",""
"845657","Mario Terlikar","","","12 Riddle Street","Bentliegh","VIC","3204","nimate@netspace.net.au"
"845659","Nicholas Katris","","","42 King Street","East Ivanhoe","VIC","3079",""
"845661","A S Smith & Associates","","","2 Benson Street","Emerald","VIC","3782",""
"845662","John Linden Hogg","","","19 Burgundy Drive","Doncaste","VIC","3108",""
"845663","A L C Nominees Pty Ltd","","","37 Golden Drive","Chelsea","VIC","3196",""
"845664","Calabro Group Aust","","","Level 1 173 Gertrude Street","Fitzroy","VIC","3065",""
"845665","Michael Adler","","","12 Monomeith Cres","Mount Waverley","VIC","3149",""
"845488","Van Zanten & Scott Master Built Homes Pty Ltd","","056399592","11 Chelsea Court","Albury West","NSW","2640",""
"845780","Simm Contracting Pty Ltd","65006697196","006697196","94 Blackburn Road","Blackburn","VIC","3130",""
"845715","Baade Harbour Australia Pty Ltd Geelong","95006228244","006228244","83A Little Malop Street","Geelong","VIC","3220","bhageel@bhaust.com.au"
"845722","Galvin Construction Pty Ltd","82054156339","054156339","3 A  Lynch Street","HAWTHORN","VIC","3122","reception@galvinconstruction.com.au"
"845754","Peter G Lyall and Associates Pty Ltd","92135705046","006294426","Suite 1, 1057 Burwood Highway","Ferntree Gully","VIC","3156","jody@pglyalldesign.com"
"845755","Atkinson Project Management Aust Pty Ltd","64782056678","006595946","49 Agnes Street","East Melbourne","VIC","3002","Davida@atkinson.com.au"
"845815","A C M Constructions Pty Ltd","","064699396","Cnr Albert & Paisley Street","Footscray","VIC","3011",""
"845774","MSM & Associates Pty Ltd","31055969376","055969376","401 Nepean Highway","Frankston","VIC","3199","mcobelens@msmarchitects.com.au"
"901040","Arrow International Pty Limited","31081136352","081136352","Level 3,  11 Queens Road","Melbourne","VIC","3004","robn@arrowc.com.au"
"845817","D A & E F Paatsch","18640852234","","13 Moore Street","Colac","VIC","3250",""
"845807","Silver Thomas Hanley Aust Pty Ltd","73561269057","134476065","3 Glenarm Road","Glen Iris","VIC","3146","asouthin@sth.com.au"
"845818","G R & J A Johnstone","40211474928","","76 Polwarth Street","Colac","VIC","3250","gjjohn@bigpond.net.au"
"845836","Built Form Pty Ltd","","071079662","Level 1 / 190 Little Collins Street","Melbourne","VIC","3000",""
"845840","G D Harrison Project Management Pty Ltd","","007250357","24 Balcombe Road","Mentone","VIC","3194",""
"845843","Derek Hendry Aust Pty Ltd","","006693232","134 Johnston Street","Fitzroy","VIC","3065",""
"845852","Cox Constructions Vic Pty Ltd","","064203014","","","","",""
"845877","T C I Aust Pty Ltd","","006945035","51 Gilbert Park Drive","Knoxfield","VIC","3180",""
"845882","Future Form Pty Ltd","","007246817","5 Tobias Avenue","Glen Waverley","VIC","3150",""
"845857","Storey & Hogan Builders Pty Ltd","53092797745","092797745","7-9 Wegner Street","MORWELL","VIC","3840","storeyhoganbuilders@hotmail.com"
"845874","Minx Architecture Pty Ltd","49098071562","098071562","7a / 91 Moreland Street","FOOTSCRAY","VIC","3011","jane@minxarchitecture.com.au"
"845897","D & M Spence Pty Ltd","","005814719","5 Dowling Street","Colac","VIC","3250",""
"845915","P J Driscoll Building Constructions Pty Ltd","","060212259","16 Peppertree Lane","Horsham","VIC","3400",""
"845923","Riddle Radcliff Pty Ltd","","058482992","Unit 104/129 Fitzroy Street","St Kilda","VIC","3182",""
"845898","Buildcorp Commercial Pty Ltd","54069558407","069558407","23 Shierlaw Avenue","CANTERBURY","VIC","3126","s.mcvilly@buildcorpcommercial.com.au"
"845694","Khoen Nominees Pty Ltd","","","6 Bickham Court","St Kilda East","VIC","3183",""
"845695","Owencreek Pty Ltd","","","3 Walker Road","Ararat","VIC","3377",""
"845696","T & J Nomikos","","","7 Clarence Avenue","Carnegie","VIC","3163",""
"845705","Logsdon Architecture & Design","","","14 Gover Street","South Melbounre","VIC","3205",""
"845706","Whitehall Associates","","","","","","",""
"845709","Prominent Developments","","","12 Rona Street","Reservoir","VIC","3073",""
"845771","DBI Design Corporation Pty Ltd","","5690059","Level 5, 46 Cavill Avenue","Surfers Paradise","QLD","4217","coyle@dbidesign.com.au"
"845772","H H Hudson Consulting Engineer","","","212 Propect Hill Road","Surrey Hills","VIC","3127",""
"845775","Ray Rodwell","","","1A Anderson Street","Newport","VIC","3015",""
"845781","Peter Hendy Design & Drafting Service","","","13 Bellevue Crescent","Mt Eliza","VIC","3930",""
"845791","Derek Smith & Associates Pty Ltd","","","","","","",""
"845808","Martin Butcher","","","","","","",""
"845810","Rob Snashall & Associates Pty Ltd","","","9 Murrayview Drive","Albury","NSW","2640",""
"845816","Southern Homes Pty Ltd","","","2 Timms Place","Doncaster East","VIC","3109",""
"845819","B A S E Builders","","","21 Ligar Street","Colac","VIC","3250",""
"845820","Tiltform Constructions Pty Ltd","","","227 Edward Street","Brunswick East","VIC","3057",""
"845821","Universal Ergonomics Australia Pty Ltd","","","5 Cottage Street","Blackburn","VIC","3130",""
"845822","Raj Homes Pty Ltd","","","","","","",""
"845826","Border Trade Centre","","","73 Thomas-Mitchell Drive","Wodonga","VIC","3690",""
"845827","Oria Pty Ltd","","","33 Myrtle Street","Clifton Hill","VIC","3068",""
"845831","East Kew Constructions Pty Ltd","","","5 Hale Street","Kew East","VIC","3102",""
"845832","Braystein Homes","","","","","","",""
"845833","Jetfield Constructions Pty Ltd","","","","","","",""
"845837","G M G Kitchen Design","","","1/44 Edsall Street","Malvern","VIC","3144",""
"845839","T A Design & Construction Pty Ltd","","","56 Springhall Parade","Pascoevale South","VIC","3044",""
"845842","Sebco Engineering Pty Ltd","","","26 Maple Street","Blackburn","VIC","3130",""
"845850","Moorcroft Master Builders","","","11 Chifley Court","Dingley","VIC","3172",""
"845851","Matique Constructions Pty Ltd","","","22 Tiffany Avenue","Cheltenham","VIC","3192",""
"845855","Geotech Systems Pty Ltd","","","425-427 Riversdale Road","Hawthorn East","VIC","3123",""
"845858","Michael De Vincentis","","","936 Wellington Street","Strathfieldsaye","VIC","3551",""
"845859","Builders Data","","","13 Normandy Rd","Elwood","VIC","3184",""
"845862","James I Morgan & Partners","","","54 Fontein Street","Footscray West","VIC","3012",""
"845881","Trac Pty Ltd","","","1 Mieklejohn Street","Numurkah","VIC","3636",""
"845913","Building Services Agency - Office Of Building - Dandenong Office","","","","","","",""
"845920","Eastern Building Surveying","","","333 Canterbury Road","North Bayswater","VIC","3153",""
"845710","G C Freylin Pty Ltd","","069862899","112 Osborne Street","Bendigo","VIC","3550",""
"845930","Kyriakos K Josseff","29802850302","","68 Gordon Street","BALWYN","VIC","3103","kjosseff@bigpond.net.au"
"845931","BDC Consulting Engineers Pty Ltd","","007252637","","","","",""
"845936","Jayen Electrical Consultants Pty Ltd","","006945777","127B Ford Street","Ivanhoe","VIC","3079",""
"845950","Bower Engineering Pty Ltd","","006239667","8 Roxburgh Street","Ascot Vale","VIC","3032",""
"845960","Alan V Barford","49416299534","","11 Derby Street","Northcote","VIC","3070","abarford@bigpond.com"
"845963","Walton & Brilliant Pty Ltd","","070567823","374 Clarendon Street","South Melbourne","VIC","3208",""
"846007","Tony Mitchell & Associates Pty Ltd","","072703747","","","","","tmaa@ozemail.com.au"
"846055","F & B K Cetinich","95668195398","","67A Mena Road","Merbein","VIC","3505",""
"846065","Moose Property Services Pty Ltd","","072826941","80 - 82 Hoddle Street","Abbotsford","VIC","3066",""
"846073","Simon Waters","81224114920","","227 Burwood Road","HAWTHORN","VIC","3122","simwat@melbpc.org.au"
"846086","Howard Architects Pty Ltd","","066220602","6 Smith Street","COLLINGWOOD","VIC","3066","howarch@netspace.net.au"
"846100","Garry Cox Constructions Pty Ltd","90061961546","061961546","754 Yambla Place","Albury","NSW","2640",""
"846101","McConnel Smith & Johnson Pty Ltd","","000929831","35 Richards Ave","Surry Hills","NSW","2010",""
"846107","Christopher Michael Shields","16236142070","","138 Regent Street","West Preston","VIC","30721","cmj-arch@nex.net.au1"
"846109","Cadcon Enterprises Pty Ltd","","070927285","","","","",""
"846135","Neil J Blyth Architect Pty Ltd","","064038893","37 Lauroson Road","Eltham North","VIC","","njbyth@ozemail.com.au"
"846111","Insite Architects Pty Ltd","77100163479","100163479","Level 1, 77 Upper Heidelberg Road","Ivanhoe","VIC","3079","phillip.ryan@insitearchitects.com.au"
"846120","Jakovcic Construction Pty Ltd","99067298757","067298757","15 The Concord","Bundoora","VIC","3083","paul@jconstruction.com.au"
"846134","J E & A J Bronts Pty Ltd","66061059023","061059023","Lot 1, Boisdale Street","Maffra","VIC","3860","jbronts@bigpond.com"
"846140","The Greenfield Corporation Pty Ltd","11059670549","059670549","Princes Highway","Traralgon","VIC","3844",""
"846222","Jasper Lake Pty Ltd","63178053719","005934887","Unit 39, 41-49 Norcal Road","Nunawading","VIC","3131",""
"846141","Gallasch & Associates Pty Ltd","13007088128","007088128","79 Deakin Avenue","Mildura","VIC","3500","gallasch@ncable.com.au"
"846207","Andrew Lingard & Associates Pty Ltd","31006146541","006146541","Level 1,  111 Thistlethwaite Street","South Melbourne","VIC","3205","ala@ala.net.au"
"846213","Strini Building Solutions Pty Ltd","16937380076","090924584","8 Garden Street","MORWELL","VIC","3840","sbsoffice@aussiebb.com.au"
"846251","Land Development Consulting Pty Ltd","","069520421","Suite 20 The Clock Tower 255 Drummond St.","Carlton","VIC","3053",""
"846424","Inoffice Partitions Pty Ltd","37050028307","050028307","7/31-37 Howleys Road","Notting Hill","VIC","3168",""
"846427","Jenkan Plumbing & Drainage Contractors Pty Ltd","","007216417","16 Villanova Court","Park Orchards","VIC","3114",""
"845925","Peter Giosis","","","5 St Andrews Avenue","Rosanna","VIC","3084",""
"845934","Peter Rodrigues","","","6 Fl 200 Collins Street","Melbourne","VIC","3000",""
"845954","Meldrum International Pty Ltd","","","141 Cecil Street","South Melbourne","VIC","3000",""
"845964","Pro Plus Constructions","","","25 North Circular Road","Gladstone Park","VIC","3043",""
"845965","A & R Nassour","","","23 Edward Street","Coburg","VIC","3058",""
"845978","Jonathan Wallis","","","9 Alpine Road","Ferny Creek","VIC","3786",""
"845993","Trades Plus Pty Ltd","","","41 Michael Street","Scoresby","VIC","3179",""
"845996","Mehrten Design & Construction","","","17 Taylor Street","Moorabbin","VIC","3189",""
"845997","Wayne L Wilkie","","","295 Coorong Avenue","Red Cliffs","VIC","3496",""
"846029","B G R Builders","","","10 Dobson Street","Ferntree Gully","VIC","3156",""
"846030","Allengate Developments","","","11 Phoenix Court","Doncaster East","VIC","3109",""
"846044","Zorro Plumbing Co Pty Ltd","","","88 Jamieson Street","St Albans","VIC","3021",""
"846045","Building Services Agency - Northern Region","","","","","","",""
"846049","Stantin Constructions","","","73 Athol Road","Springvale South","VIC","3172","peter8@stantin.com.au"
"846070","Asset Solutions Group Australia Pty Ltd","","","Unit 19 Business Park Drive","Notting Hill","VIC","3149",""
"846084","Dalic Constructions","","","53 Kauri Grove","Glen Waverley","VIC","3150",""
"846087","Michael Coles Architect","","","1065 Flagstaff Road","Bethanga","VIC","3691",""
"846099","K J H Consultants Pty Ltd","","","16 Ford Crescent","THORNBURY","VIC","3071",""
"846104","Murray & Caton","","","22 Darrambal Drive","Lavington","NSW","2641",""
"846106","James A Jackson","","","62 Andersons Creek Road","Doncastor East","VIC","3109",""
"846123","Adamco Constructions Pty Ltd","","","Level 11, 350 Collins Street","Melbourne","VIC","3000",""
"846139","Beryl White Interiors","","","8/77 Coventry Street","South Melbourne","VIC","3205",""
"846172","Ian A Douglas","","","1 York Place","Prahran","VIC","3181",""
"846179","Lehman Building Pty Ltd","","","188 Wonga Road","Warranwood","VIC","3134",""
"846184","Freeman & Freeman","","","Office 2, 143 Langtree Avenue","Mildura","VIC","3500",""
"846185","Semas Consulting Engineerers Pty Ltd","","","4 Wilkinson Street","East Burwood","VIC","3151",""
